,评论,评分
726,非常 棒 简直 酷毙了 开机 运行 特别 流畅 散热 效果 实用软件 还 送 两千多 耳机 超级 划算 一套 买下来 省 近 三千块 钱 活动 赶快 入手 ￣ ￣ 最后 客服 小姐姐 比个 心 快递 小哥 辛苦,1
727,说 苹果 做工 真是 一流         买来 编程       配置 要求 不高     运行 速度 流畅     Windows 好太多     简直 程序员 必备,1
728,粉色 颜色 很漂亮   没有 磕碰 满意   送 红色 袋子   很漂亮   成功 体验   下次 需要 还会,1
729,系统 流畅 颜值 高 本本 贵 一点 很值 没用过 鼠标 适合 办公 经常 出差,1
730,第一次 买 苹果 送人 机器 不错 性价比 高 实体店 看过 实机 确实 轻薄 颜值 担当 苹果 品质 确实 没 说,1
731,plus 价格 不错   电脑 不错   日常 办公 足够   苹果 账号 登陆 还 省去 麻烦   这点 windows 方便,1
732,第一次 购买 苹果电脑 系统 熟悉 总体 比较 好用 携带方便 待机时间 长 最 重要 商务 非常适合 特地 一段时间 评价,1
733,超级 薄 很棒 手感 京东 物流 太快 第二天 拿到 买 新 旧 不用,1
734,收到 迫不及待 打开 包装 真的 薄 拿到 手里 质感 非常 喜欢 苹果 系统 搜索 百度 中 开机 设置 保修 激活 电话 技术支持 过期 不知 问 需要 一段时间 好好 研究,1
735,习惯 京东 自营 老妹 买 说 不错 学生 配置 够 正品 手里 目前 苹果 老婆 都 京东 买 至今 没 问题 信赖 京东 信赖 强哥 说 京东 快递 派件 我要 看看,1
736,挺不错 双十 一买 买来 办公 学习 轻巧方便 颜值 真的 高 都 说 屏幕 辣 眼睛 没 pro 缘故 感觉 没多大 问题 接受,1
737,轻巧 携带 方便 音质 外观 真的 很漂亮 喜欢,1
738,电脑 不错 电脑 速度 很快 电量 比较 耐用 办公 充 点,1
739,喜欢 全新 机 电话 技术支持 已过期 官方 发了 帖子 维护 百度 看看,1
740,昨晚 十点 下单   中午 十点 到手   熟悉 苹果 味         实物 非常 赞   学校 打打 文档 看看 剧 配置 足够     网上 下载 Microsoft   office 破解版,1
741,人生 中 第一台 苹果 笔记本 完美 超 喜欢 最新版 系统 优化 赞 感觉 稍微 有点 基础 手 都 不难 物流 很快 当天 查询 18 年 生产 全新 机器 很赞,1
742,超级 喜欢 造价 行业 安装 广联达 软件 支持 表弟 装 虚拟机 整体 都 还 不错,1
743,电脑 收到   公司 办公   都 说 不错   喜欢 小巧玲珑,1
744,超 漂亮 序列号 新 电池 循环 两次 一切都是 美好 喜欢 电脑 这次 秒杀 活动 合算 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 实在 太 开心,1
745,超 喜欢 一款 本本 速度 很快 触控板 特别 鼠标 用处 都,1
746,老式 光驱 pro 最近 太卡 直接 换 一台 air 轻便 价格 非常 实惠 性能 平时 文件 简单 图 够用,1
747,完美 检验 正品 装 双系统 速度 超薄 喜欢,1
748,轻薄 舒适 系统 流畅 轻 办公 出行 神器 指纹 屏幕 进步 很大,1
749,买 还 担心 习惯 mac 系统 发现 这种 担心 多余 半个 小时 非常 好用,1
750,京东 快递 真的 没话说 着实 信赖 买 东西 放心 直接 送到 手上 电脑 正版 最 喜欢 外形 小巧 看上去 不失为 严谨 值得 购买,1
751,全新 air 风格 MacBook   相似 相当于 MacBook   plus 屏幕 更大 一点 续航 还强 满意,1
752,MacAir 不错 需求 满足 电脑 轻 操作 简单 满意 商品 大赞,1
753,非常 满意 办公 特别 流畅 颜值 高 轻薄 待机时间 长 非常 满意 重点 表扬 京东 快递 当天 送达,1
754,表扬 快递   昨天 下单   真的 贼   刚刚 打开 电脑   都,1
755,年 苹果 产品 果粉 表示 颜值 无人能敌 第一次 入 ac 买 17 版 保值 办公 微信加 追剧 快捷键 需要 熟悉,1
756,开心 晚上 睡觉 下单 第二天 拿到 说 系统 熟练 兼容 问题 上手 真的 很爽 手超 开心 序列号 电话 技术 过期 问题 问 客服 有点 没底 电话 苹果 技术部 问 技术部 哥哥 真的 非常热心 超级 不厌其烦 讲解 还要 序列号 帮 我查 全新 正品 真的 幸福 幸福 哈哈哈哈 人生 第一部 苹果 手机 第一部 MacBook   都 京东 买 一百个 赞 MacBook   没有 免息 一口气 花 多钱 略 心疼 哈哈哈 office baby 懂得,1
757,真的 好看 喜欢   嘤 嘤 嘤 始于 颜值   终于 颜值   纠结 安装 双系统 emmmm,1
758,这次 网购 非常 满意 这次 买 电脑 正品 喜欢 电脑 薄 运行 速度 很快 外观 很漂亮,1
759,电脑 很漂亮 老款 性价比 高 买来 写 代码 配置 足够 第一次 遇到 查询 保修期限 时要 手动 填写 购买 日期 知道 情况,1
760,双十 一用到 现在 评价 习惯 系统 装 WPS windows 流畅 查 正品 保质期 千多 价格 买 实在 太 划算,1
761,苹果 做工 真心 触摸板 操控 感觉 非常 刚刚 习惯 操作 方式 需要 适应 一段时间,1
762,想 买 这台 电脑 价格 小贵 元旦 搞 活动 立马 下手 到手 立马 拆箱 真的 超级 好看 方便 携带 手机 平板 手表 电脑 都 齐 说 苹果 生态 真是 太棒了,1
763,致敬 乔布斯 确实 系统 简单 流畅 真的 轻 薄 京东 物流 一如既往 力 棒棒 哒,1
764,自营 比较 放心   发货   包装 完整   还 没   开 机   整机 手感 非常,1
765,运行 速度 很赞 选 苹果 喜欢 运行 速度 一点 都 不卡 屏幕 效果 色彩鲜艳 明亮 散热 性能 没用 很久 太 清楚 外形 外观 小巧 精致 轻薄 程度 厚度 喜欢 一只 手 一只 手 操作 特色 运行 风扇 声音 太大,1
766,感觉 真的 上档次 刚用 半天 继续 看 情况 电池 省电是 真的 色彩,1
767,完美 运行 速度 很快 方便 携带 合适 办公 收到 货后 发现 质量 非常 不错 棒棒 哒 六星 好评,1
768,满意 购物 孩子 学习 宝贝 简直 爱不释手 真的 不用 知道 一用 爱 快递 非常 满分 物流 包装 完美 非常 给力 赞 ≧ ▽ ≦,1
769,屏幕 素质 移动 办公 轻薄 同价位 文本 苹果,1
770,写 前端开发 蛮够 不错 满分 看着 活动 便宜 剁 手 哈哈哈,1
771,机器 做工 精细 材质 系统 运行 飞 感觉 高清晰 看电视 打游戏 都 合适 屏幕 清晰 颜色 好看 无色差 原装 正品 散热 电池 耐用 携带方便 高大 物流 师傅 态度 非常 喜欢 喜欢 现在 入手 特别 值得 平时 上班 适合 多种 场合 大爱,1
772,京东 品质 值得 信赖 苹果 笔记本 一贯 高大 款 经济 实惠 日常 足够 轻便 小巧 朋友 非常 喜欢 五星 点赞,1
773,京东 发货 速度 真的 没法 说 非常 非常 电脑 玩 不错 目前 还 没完 熟练 需要 摸索 摸索,1
774,挺 喜欢 想 买 电脑 这次 终于 买 电脑 白痴 需要 学习,1
775,快递 小哥 送货 细心 帮 打电话 确认 这点 非常 赞 笔记本 起来 非常 流畅 拖泥带水 强大,1
776,收到 货 还 学者 外观设计 确实 漂亮 手感 一段时间 熟悉 操作 进一步 心得 追加 评论 包装 物流 都 早上 傍晚 到货,1
777,运行 速度 超快 外形 外观 设计 简单 大方 轻薄 程度 超棒,1
778,机器 包装 完美 两个 盒子 防 磕碰 效果 不错 机器 进行 官网 查询 的确 正品 行货 没有 问题 买 买 翻新 机 发现 多虑 活动 买 价格 合适 推荐 推荐,1
779,电脑 物流 很快 昨天 下单 回来 激活 官 网查 序列号 都 有效期 感觉 买 物有所值 经常 京东 买 东西 相信 京东 喜欢 京东 送 电脑包 有点 难看 质量 都 电脑 没 毛病 支持,1
780,家里 手机 全是 苹果 电脑 选择 苹果   系统   薄 轻 真的 喜欢,1
781,裸机 128 内存 另购 专用 sd 卡套 128g 内存 tf 卡 增加 内存 鼠标 还 没 买 蓝牙 版 浏览 网页 视频 播放 运行 速度 大型 游戏 工作 拍照 修图 苹果 颜色 没有 2018 款好 电脑 颜色 跑 偏太多 利于 更好 拍照 修图 平面设计 够用 修图 拍照 剪辑 视频 3d 渲染 不行 还 安装 不到 软件 苹果 系统 真心 好用 多余 垃圾 缓存 设置 人性化 外观 不用说 价格 还好 心意 久,1
782,高端 大气 上档次 手感 超级 棒 触控板 win 好用 灵敏,1
783,购买 优惠 性价比 高 电脑 看起来 很酷 非常 喜欢 刚刚开始 希望 质量 没有 问题,1
784,京东 速度 快递 哥 服务 点个 赞 物流 超快 包装 完好无损 款 本本 收藏 久 618 下手 暂 还 没用 京东 商品质量 保障 包装 精致 再评,1
785,颜值 无敌 功能强大 装 wps 需要 双系统 大爱,1
786,轻薄 方便 喜欢 待机时间 超长 特意 段时间 评价 苹果 品质 一如既往 好评 好评 好评,1
787,满意 购物 体验 电脑 轻便 续航 时间 长 日常 办公 非常 方便 很棒 惹,1
788,笔记本 非常 轻薄 方便 适合 随身携带 起来 顺手 喜欢 满意,1
789,还 行 太 顺手 估计 没用 习惯 网速 挺 流畅 同事 这款 喜欢 直接 拍 这款,1
790,物流 很快 当天 货品 打开 试了试 手感 特别 好好 速度 挺快 满意 购物,1
791,方便 办公 比较 大气 运行 速度 还 苹果 功能 值得 信赖,1
792,第一次 苹果 确实 很漂亮 薄 包装 完好 充电 安装 系统 总体 满意,1
793,验证 螺丝 无 转动 痕迹 接口 无 痕迹 电池 循环 次 新 机器 京东 点赞 后续 要求 补 增值税 发票 很快,1
794,第一次 苹果电脑 很会 电脑 外观 非常 棒 选课 选上 感觉 开心 入手 一台 台式 电脑 放 家里 perfect 知道 是不是 国行 未激活 等待 验证 ....,1
795,真香机 玫瑰 金色 真的 好看 那种 很土 金色 有点 偏 玫瑰 金色 看上去 好看 屏幕 看上去 非常 舒服 OS 系统 真的 好用 不卡顿 之间 切换 自如 蝴蝶 式 键盘 没有 网上 说 不堪 感觉 触摸板 非常 好用 指纹 解锁 真的 必备 非常 方便 再也 不用 一次次 输入 密码 真的 秒 开机 这种 急性子 来说 真的 太 方便 待机时间 12 小时 笔记本 长多 用于 平时 办公 学习 够用 PS 修图 流畅 有时候 感觉 用久 发烫 买个 外置 笔记本 散热器 解决 内存 128G 目前 够用 结合 苹果 iCloud 非常 方便 扩展 储存 空间,1
796,东西 挺 电话 支持 有效 三个 月 维修 服务 保障 有效 一年 时间 看 久 终于 入手 喜欢,1
797,算是 苹果 MAC 入门 款 新手 适合 流畅性 显示 音效 都 很棒,1
798,开机 速度 很快 颜色 漂亮 送给 老公 父亲节 礼物 喜欢 希望 后期 满意,1
799,囊中羞涩 感到 可悲 努力 真的 玩意 真的 真的 贵 朋友 买,1
800,不错 满意 第一 感觉 后续 体验 目前 中意,1
801,送货 速度 很快 电脑 觉得 没用过 苹果 适应 总体 来说,1
802,字 两个 字 三个 字 太好了 好话 不多书 起来 舒服 一批,1
803,拿到 产品 喜欢 操作 都 简便 值得 购买 没买错,1
804,宝贝 收到 贴心 打开 一瞬间 颜值 征服 方面 都 测试 完美 喜欢 可爱 入手 点个 赞,1
805,笔记本 太漂亮 苹果 手机 第一次 电脑 速度 起来 轻便 点赞 京东 配送 速度 正品,1
806,电脑 看上去 高大 价格 真的 觉得 蛮 实惠 外观 看着 小巧 轻便 携带 无 压力 办公 不错 选择对象,1
807,苹果 东西 不错 反应速度快 人性化 硬盘 小点儿 没 毛病 五星 好评,1
808,苹果 东西 简约 好用 价格 确实 便宜 打开 设置 真的 挺不错 京东 快递 太快 昨天 下单 预计 明天 到货 中午 收到 包装 完美 完美 希望 用个 几年,1
809,昨天 到手 掉价 客服 力 第一次 苹果 适应 系统 手感 不错 几天 试试 感受,1
810,一段时间 非常 不错 苹果 系统 方面 适应 一段时间 信赖 京东,1
811,苹果 笔记本 非常 轻薄 速度 很快 办公 方便 设计 感 强 物流 迅速,1
812,苹果 笔记本 第一次 还 需要 继续 学习 触控板 真的 不用 鼠标,1
813,看着 不错 第一次 系统 知道 卡顿,1
814,大学 想 买 苹果电脑 没舍得 考住 喜欢 学校 研究生 算是 奖励 电脑 很漂亮,1
815,想象 中 薄 轻巧 查 电池 循环 次 刚刚 到手 先试 一段时间,1
816,活动 买   划算 买来 喜欢 喜欢 样子 难搞 懂 不错,1
817,京东 东哥 却是 双十 凌晨 买 当天 下午 六点 送到 家门口 速度 确实 很快 快递 哥 非常 礼貌 京东 客服 耐心 详细 讲解 产品 京东 买 生活用品 手机 别去了,1
818,用惯 苹果 产品 手感 外观 都 不错 喜欢 特意 买 老款 喜欢 灯,1
819,满意 正在 熟悉 中 自带 软件 功能 强大 金属外壳 散热 完美,1
820,买过 方方正正 那款 老爷子 电脑 不太好 买 新 没有 犹豫 选,1
821,飞常 NiCe 心心念念 许久 终于 入手 整了 大半夜 终于 整好 起来 得心应手 苹果 忠实 粉 学习 娱乐 两不误,1
822,想换个 本子 找 查 久 终于 拔草 苹果 中毒 太深 颜值 高 速度 够快 系统 习惯 继续 摸索,1
823,很轻 薄 第二次 京东 购买 苹果电脑 系统 流畅 质量 没有 问题,1
824,运行 速度 超级 屏幕 效果 舒服 散热 性能 没有 明显 发热 外形 外观 超波本 舒服 轻薄 程度 厉害 设计 特色 系统 真的 舒服 学习 工作 沉浸 感 舒服,1
825,评论 里 说 翻新 机 问题 巴拉巴 拉 晓得 真假 反正 全新 电话 技术支持 有效 电池 循环 次数 保修期 减 一年 时间 购买 日期 相符 朋友 京东 买 三年 没有 问题 值得 购买 喜欢 考虑 入手,1
826,非常 电脑 特别 激情 舒服 符合 人因 工程 思想 设计 理念 起来 相当 舒服,1
827,包装 严谨 公司 用过 二手 觉得 不错 体验 感 心动 好久 终于 血本 买 耐看 好用 正在 中,1
828,星期 非常 喜欢 系统 真的 非常 流畅 还 好听 老公 建议,1
829,双十 搞 活动 买到 价格 划算 算是 最近 最 便宜 air 分辨率 还 没有 平板 清楚 毕竟 便宜 算是 不错,1
830,非常 128G 够用 外接 1T 移动硬盘 做 win10 系统 非常 好用 不用 128 分 做 系统,1
831,买 第二台 MacBook   Air 非常 便捷 需要 关机 第二台 启动 稍显 迟缓,1
832,美观大方 轻薄 方便 待机时间 长 第一次 买 苹果 机器 感觉,1
833,第一次 苹果 算是 入门级 系统 流畅 外观 漂亮 喜欢 苹果 产品 128 满足 日常 需求 支持 apple,1
834,电脑 不错 买买 降价 开心 装 双系统 操作,1
835,第一次 购买 air 超薄 键盘 超好 系统 还 习惯 中 喜欢,1
836,第一次 买 苹果 东西   电脑 起来 体验 很棒   还 熟悉   苹果 操作系统   体验 很棒,1
837,非常 不错 质量 没得说 总体 感觉 挺 相信 苹果 品质 会为 带来 工作 效率 重,1
838,运行 速度 灵敏 屏幕 效果 清晰 外形 外观 简约 大方 每个 细节 做工 精细 质感 绝对 正品 买 后悔 产品 散热 性能 非常 机身 不发 烫 轻薄 程度 非常 轻薄,1
839,苹果 电脑 真的 很漂亮 没说的 散热 还行 送给 老婆 真的 刚刚 老婆 喜欢,1
840,笔记本 运行 速度 流畅 画质 清晰 京东 快递 很快 满意,1
841,运行 速度 这种 休闲 娱乐 足够 屏幕 效果 自我 满足 轻薄 程度 满意 散热 性能 外形 外观 喜欢 特色 总体 满意,1
842,力 京东 售后 看 视频 时 画面 问题 京东 直接 换 新 大赞 买过 硬盘 两年 问题 京东 直接 返 现金 太赞,1
843,款 电脑 性价比 特别 高 好看 实用 轻薄 时尚 大学生 合适 正品 推荐 购买,1
844,运行 速度 运行 速度 很快 办公 一点 不卡 屏幕 效果 屏幕 清晰 看起来 舒服 散热 性能 散热 不错 外形 外观 颜值 相当 高 自用 送人 都 轻薄 程度 质感 薄厚 适宜 特色 整体 喜欢 性价比 高 买 希望 多有 活动,1
845,门外汉   觉得 系统 流畅     瞎 鼓捣   赶上 活动   价格 比较 优惠,1
846,单位 搞 活动 时 采购 买 好几 台 据说 还 没 拆开 期待 中,1
847,京东 东西 都 极好 送货 速度 配送 员 服务态度 个个 都 人才 说话 我超 喜欢 买 东西 轻薄 分辨率 有点 低 retina 屏幕 多出 1000 都 愿意,1
